timestamp_iso,unix_ts,core_0,core_1,core_2,core_3,core_4,core_5,core_6,core_7,core_8,core_9,core_10,core_11,core_12,core_13,core_14,core_15
2025-12-23T16:01:45.922+00:00,1766505705.921862,68.0,7.5,2.0,12.0,23.5,63.3,45.8,46.0,62.0,2.0,0.0,12.0,80.0,5.9,2.1,4.0
2025-12-23T16:01:46.423+00:00,1766505706.422665,100.0,18.6,4.0,5.9,8.0,11.3,100.0,2.1,61.2,42.0,2.0,3.9,98.0,2.1,2.0,4.0
2025-12-23T16:01:46.923+00:00,1766505706.923627,98.0,5.8,16.9,0.0,2.0,2.0,100.0,0.0,2.0,98.0,3.9,2.0,100.0,2.0,0.0,4.0
2025-12-23T16:01:47.424+00:00,1766505707.424593,98.0,14.5,7.7,5.9,3.9,5.9,98.0,3.9,2.0,100.0,5.9,2.0,98.0,5.9,4.0,3.8
2025-12-23T16:01:47.925+00:00,1766505707.925553,16.4,4.1,4.1,24.5,6.0,6.0,85.7,38.8,44.0,51.0,12.0,9.8,98.0,52.1,8.0,23.4
2025-12-23T16:01:48.426+00:00,1766505708.426514,63.3,5.9,9.1,0.0,38.0,0.0,19.2,61.5,98.0,2.0,2.0,0.0,100.0,5.9,3.9,23.1
2025-12-23T16:01:48.927+00:00,1766505708.927485,35.3,100.0,2.0,2.0,47.1,0.0,0.0,38.0,82.0,0.0,2.0,0.0,100.0,2.0,3.9,2.0
2025-12-23T16:01:49.428+00:00,1766505709.428449,50.0,98.0,9.3,0.0,92.0,3.9,7.7,3.9,54.0,2.0,2.0,0.0,98.0,8.0,0.0,0.0
2025-12-23T16:01:49.929+00:00,1766505709.929404,21.3,100.0,2.0,10.0,72.0,2.0,3.9,2.0,92.0,3.9,5.9,5.9,100.0,31.4,2.0,6.0
2025-12-23T16:01:50.430+00:00,1766505710.430519,22.4,15.4,9.8,66.0,46.0,51.0,20.0,14.3,38.0,4.2,88.2,10.0,82.0,6.1,6.0,9.8
2025-12-23T16:01:50.931+00:00,1766505710.931498,92.2,14.0,4.1,2.0,11.8,2.0,49.0,92.2,5.9,12.0,98.0,53.1,4.0,6.1,4.0,0.0
2025-12-23T16:01:51.432+00:00,1766505711.432474,90.0,7.5,0.0,2.0,100.0,3.9,8.2,0.0,0.0,70.6,100.0,2.0,28.6,0.0,6.1,2.0
2025-12-23T16:01:51.933+00:00,1766505711.933459,98.0,5.8,3.9,2.0,64.7,58.0,3.9,2.0,2.0,2.0,11.8,91.8,74.0,0.0,3.9,2.0
2025-12-23T16:01:52.434+00:00,1766505712.434426,13.0,94.0,0.0,3.9,0.0,92.0,0.0,2.0,0.0,0.0,34.0,66.7,98.0,3.9,8.2,2.0
2025-12-23T16:01:52.935+00:00,1766505712.935169,92.0,6.0,5.9,18.9,4.0,4.0,2.0,100.0,6.0,0.0,98.0,4.0,11.5,4.0,100.0,8.0
2025-12-23T16:01:53.436+00:00,1766505713.436258,7.8,4.1,6.0,46.0,2.1,4.0,4.1,96.0,6.1,8.0,6.2,100.0,8.2,18.4,90.4,9.6
2025-12-23T16:01:53.937+00:00,1766505713.937199,85.2,9.3,0.0,5.8,5.8,0.0,0.0,82.4,3.9,2.0,2.0,100.0,2.0,35.3,81.6,0.0
2025-12-23T16:01:54.438+00:00,1766505714.438167,43.1,12.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94.1,0.0,100.0,0.0,0.0
2025-12-23T16:01:54.939+00:00,1766505714.939108,2.0,3.9,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0
2025-12-23T16:01:55.440+00:00,1766505715.440053,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,2.0,3.8,0.0,0.0,2.0
2025-12-23T16:01:55.941+00:00,1766505715.940986,7.8,2.1,7.8,4.0,4.0,5.9,5.9,4.0,4.0,4.1,9.8,20.4,2.0,2.0,5.8,7.8
2025-12-23T16:01:56.442+00:00,1766505716.441919,12.5,58.8,6.1,4.0,8.2,4.1,2.1,2.0,0.0,5.8,4.0,100.0,4.1,4.1,2.1,4.0
2025-12-23T16:01:56.943+00:00,1766505716.942685,16.9,17.3,90.2,2.0,57.7,2.0,11.8,60.8,3.9,2.0,2.0,96.1,32.0,2.0,0.0,0.0
2025-12-23T16:01:57.444+00:00,1766505717.443937,57.1,44.2,0.0,4.0,22.0,2.0,79.6,4.1,0.0,2.0,0.0,100.0,94.0,2.0,0.0,5.8
2025-12-23T16:01:57.945+00:00,1766505717.944899,90.0,5.9,17.6,3.9,100.0,5.7,0.0,18.4,17.6,2.0,3.9,100.0,63.3,3.9,2.0,2.0
2025-12-23T16:01:58.445+00:00,1766505718.445628,7.7,9.3,0.0,74.5,25.5,3.9,0.0,100.0,2.0,98.0,3.9,2.0,100.0,4.1,2.0,4.0
2025-12-23T16:01:58.946+00:00,1766505718.946545,2.0,73.1,4.1,30.6,71.4,4.1,4.2,70.9,14.0,65.3,2.2,36.7,8.0,8.0,6.1,64.0
2025-12-23T16:01:59.447+00:00,1766505719.447487,4.1,100.0,2.0,11.1,100.0,4.1,2.0,6.0,11.1,5.9,4.0,100.0,2.1,4.0,5.9,98.0
2025-12-23T16:01:59.948+00:00,1766505719.948423,7.5,100.0,20.4,15.5,22.4,64.0,4.0,0.0,7.5,2.0,64.0,39.2,2.0,2.0,4.0,98.0
2025-12-23T16:02:00.449+00:00,1766505720.448908,24.2,98.0,2.0,9.3,0.0,100.0,0.0,0.0,2.0,2.0,98.0,0.0,2.0,0.0,0.0,100.0
2025-12-23T16:02:00.950+00:00,1766505720.949865,5.8,74.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,100.0,0.0,22.9,0.0,2.0,100.0
2025-12-23T16:02:01.451+00:00,1766505721.450670,96.0,9.3,5.8,0.0,44.9,47.1,2.0,3.9,3.9,3.9,42.0,56.9,4.0,0.0,8.0,98.0
2025-12-23T16:02:01.951+00:00,1766505721.951613,38.0,11.3,11.5,46.0,8.2,96.0,15.7,4.2,4.1,28.6,16.7,42.9,6.1,61.5,12.0,100.0
2025-12-23T16:02:02.452+00:00,1766505722.452537,58.0,0.0,2.0,0.0,5.8,2.0,98.0,2.0,2.0,100.0,3.9,31.4,0.0,2.1,100.0,16.0
2025-12-23T16:02:02.953+00:00,1766505722.953479,100.0,3.8,3.8,9.1,38.8,3.9,49.0,51.0,3.9,73.5,3.9,0.0,26.0,4.0,59.6,2.0
2025-12-23T16:02:03.454+00:00,1766505723.454445,100.0,18.6,5.8,2.0,0.0,0.0,3.9,98.0,3.9,100.0,2.0,3.9,100.0,2.0,3.9,0.0
2025-12-23T16:02:03.955+00:00,1766505723.955426,98.0,12.5,10.9,3.9,2.0,0.0,2.0,100.0,12.2,74.0,0.0,0.0,16.0,0.0,100.0,2.0
2025-12-23T16:02:04.456+00:00,1766505724.456396,100.0,9.3,2.0,5.8,2.0,3.9,2.0,98.0,4.0,68.0,2.0,30.6,10.0,2.0,90.2,2.0
2025-12-23T16:02:04.957+00:00,1766505724.957308,55.1,50.0,4.2,40.8,13.2,4.0,6.0,62.0,2.0,4.1,2.0,98.0,55.1,6.1,54.9,2.1
2025-12-23T16:02:05.458+00:00,1766505725.458253,12.7,51.9,3.9,20.8,4.0,87.5,6.1,4.0,6.0,52.0,2.1,30.0,28.6,3.9,4.1,5.9
2025-12-23T16:02:05.959+00:00,1766505725.959230,72.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,84.3,17.3,0.0,2.0,0.0,0.0,0.0
2025-12-23T16:02:06.460+00:00,1766505726.460152,54.9,3.9,4.0,5.7,4.0,2.0,3.9,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
2025-12-23T16:02:06.961+00:00,1766505726.961066,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.9,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
2025-12-23T16:02:07.462+00:00,1766505727.462000,2.0,2.0,2.0,3.9,5.9,2.0,2.0,2.0,2.1,0.0,6.0,0.0,0.0,2.0,2.0,0.0
2025-12-23T16:02:07.963+00:00,1766505727.962918,2.0,5.8,6.0,2.0,2.1,5.9,6.0,4.0,4.0,3.9,2.0,6.1,5.9,6.3,2.0,4.1
2025-12-23T16:02:08.464+00:00,1766505728.463868,14.0,36.7,38.0,2.0,24.0,27.1,34.7,40.8,40.8,12.5,3.9,0.0,15.7,38.0,0.0,2.0
2025-12-23T16:02:08.965+00:00,1766505728.964936,23.8,87.8,98.0,74.0,22.0,0.0,100.0,100.0,36.0,98.0,2.0,2.0,100.0,98.0,2.0,0.0
2025-12-23T16:02:09.466+00:00,1766505729.465957,77.8,64.7,40.4,90.2,38.5,80.0,92.3,19.6,20.0,94.0,4.1,7.8,38.0,70.0,4.1,68.8
2025-12-23T16:02:09.967+00:00,1766505729.966676,24.5,80.8,16.0,100.0,16.3,98.0,100.0,42.9,74.0,100.0,23.5,6.3,31.4,38.8,12.0,100.0
2025-12-23T16:02:10.467+00:00,1766505730.467622,66.7,27.7,93.9,18.7,12.2,96.0,89.8,29.2,8.7,26.0,93.9,49.0,62.7,14.0,84.0,40.8
2025-12-23T16:02:10.969+00:00,1766505730.968631,22.2,95.9,85.7,29.4,29.4,96.0,90.0,2.0,72.5,4.1,92.2,6.0,4.1,4.1,67.3,91.8
2025-12-23T16:02:11.470+00:00,1766505731.470490,67.3,100.0,2.0,17.6,18.0,100.0,100.0,2.0,100.0,17.6,100.0,0.0,82.4,4.0,5.9,100.0
2025-12-23T16:02:11.971+00:00,1766505731.971491,58.8,62.7,29.4,8.0,7.8,59.2,32.0,53.8,82.4,34.0,86.0,2.0,86.0,0.0,6.0,46.0
2025-12-23T16:02:12.472+00:00,1766505732.472436,15.5,94.0,94.1,3.9,2.0,3.9,2.0,94.1,10.0,94.1,95.9,4.0,6.0,94.1,92.0,92.2
2025-12-23T16:02:12.973+00:00,1766505732.973395,83.7,98.0,33.3,5.9,10.2,6.3,83.7,86.0,87.8,94.0,86.0,10.0,79.6,10.2,14.6,19.2
2025-12-23T16:02:13.474+00:00,1766505733.474355,23.5,100.0,98.0,25.5,8.3,15.4,86.0,95.8,70.0,69.4,86.0,46.9,82.0,16.3,36.5,14.0
2025-12-23T16:02:13.975+00:00,1766505733.975360,92.3,10.2,98.0,19.6,47.1,5.9,55.1,98.1,2.0,2.0,98.0,98.0,98.0,31.2,58.0,4.1
2025-12-23T16:02:14.476+00:00,1766505734.476372,96.0,4.0,98.0,4.0,95.8,86.0,5.9,24.5,49.0,6.0,52.9,87.8,94.0,96.0,2.0,6.1
2025-12-23T16:02:14.977+00:00,1766505734.977334,100.0,5.8,98.0,0.0,64.0,93.9,28.0,2.0,98.0,10.2,91.8,8.0,16.0,98.0,86.3,6.0
2025-12-23T16:02:15.478+00:00,1766505735.478356,73.6,61.5,45.3,45.1,16.0,53.8,39.6,86.0,15.7,44.9,65.3,36.7,11.8,89.8,93.9,38.0
2025-12-23T16:02:15.979+00:00,1766505735.979364,96.0,96.0,12.7,6.1,74.0,63.3,4.0,59.2,4.1,98.0,4.0,96.0,6.1,98.1,94.3,2.0
2025-12-23T16:02:16.480+00:00,1766505736.480330,12.2,93.8,98.0,13.5,57.1,98.0,52.0,8.0,94.0,16.7,81.3,30.0,78.0,28.3,6.4,98.0
2025-12-23T16:02:16.981+00:00,1766505736.981318,13.7,90.4,98.0,8.0,85.7,42.0,98.0,8.0,68.6,20.4,96.1,10.2,90.4,18.0,10.4,85.7
2025-12-23T16:02:17.482+00:00,1766505737.482308,16.7,100.0,98.0,9.8,86.0,40.0,72.0,17.6,10.0,86.3,100.0,4.1,13.5,100.0,4.2,68.0
2025-12-23T16:02:17.983+00:00,1766505737.983343,54.5,25.0,100.0,28.8,27.1,98.0,2.0,96.0,2.0,82.0,84.3,5.8,73.1,49.0,50.0,30.0
2025-12-23T16:02:18.484+00:00,1766505738.484358,91.8,3.9,62.7,0.0,46.9,35.8,3.9,100.0,51.0,76.0,64.0,2.0,42.9,2.0,98.0,8.2
2025-12-23T16:02:18.985+00:00,1766505738.985311,90.0,0.0,0.0,2.0,25.5,0.0,0.0,40.0,100.0,0.0,2.0,2.0,75.5,0.0,0.0,2.0
2025-12-23T16:02:19.486+00:00,1766505739.486252,6.0,6.0,0.0,8.0,2.0,2.1,5.9,4.0,10.2,6.1,2.1,9.8,8.0,8.0,4.2,10.0
2025-12-23T16:02:19.987+00:00,1766505739.987160,2.0,0.0,2.0,0.0,0.0,4.0,3.9,2.0,2.0,0.0,3.8,0.0,2.0,0.0,2.0,2.0
2025-12-23T16:02:20.488+00:00,1766505740.488113,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,8.2,5.9,2.0,2.0,4.1,2.0,2.0,0.0
2025-12-23T16:02:20.989+00:00,1766505740.988997,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2025-12-23T16:02:21.490+00:00,1766505741.489924,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
2025-12-23T16:02:21.990+00:00,1766505741.990664,11.5,5.9,6.1,4.1,8.0,10.0,2.1,2.0,6.0,9.8,6.1,7.8,4.0,0.0,4.1,6.0
2025-12-23T16:02:22.491+00:00,1766505742.491570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-23T16:02:22.992+00:00,1766505742.992480,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2025-12-23T16:02:23.493+00:00,1766505743.493443,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2025-12-23T16:02:23.994+00:00,1766505743.994023,3.9,3.9,5.8,3.9,3.9,5.8,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0
2025-12-23T16:02:24.494+00:00,1766505744.494662,9.6,7.5,0.0,3.9,4.0,2.0,5.9,2.1,10.2,3.9,2.1,5.9,6.1,4.1,7.8,6.1
2025-12-23T16:02:24.995+00:00,1766505744.995578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0
